raw_character_text,normalized_text
Marge Simpson,now lets see twenty minutes at three hundred degrees is the equivalent of five minutes at twelve hundred degrees
Marge Simpson,now to make the folded index card that goes in front of the cake
Homer Simpson,say is your butt numb from all this vibrating mine is still i wouldnt describe it as unpleasant well lets get some shut-eye
Homer Simpson,ooh its that bar i like wait here in the car
Bart Simpson,hey nelson what gives martin just skipped past you singing skip to my lou and you did nothing
Bart Simpson,but it looks so cool listen theres a mole inside ctu
Bart Simpson,yes a mole now i dont have much time so im just gonna come right out and say his name so get ready to know his name his name is the following m--
Homer Simpson,rice krispie treats way to phone it in sarah wiggum
Marge Simpson,excuse me excuse me im in the sale im in the sale
Marge Simpson,raisin cake who wants raisin cake dont worry its not too moist
Marge Simpson,well all the other husbands dont come home dirty from fighting
Homer Simpson,i had to fight lenny said his dad is hulk hogan and i know hes not
Bart Simpson,hey im fine -- they havent made a french horn yet that can hurt me now im sending you a picture of the bomb
Bart Simpson,lis you have to release that water its the only way to short out the fan
Bart Simpson,the hot dog waters gonna push us into the fan
Homer Simpson,ooh a thermos with seven cups of coffee still in it oh wait six
Marge Simpson,oh my special little guy im so glad youre okay
Homer Simpson,cmon everybody time for the family portrait lets bunch together now here we go
Homer Simpson,perfecto everybody smile im going to set the automatic timer
Bart Simpson,lets get this show on the road man we got things to do
Homer Simpson,i wanna get us all in the picture this time closer
Homer Simpson,okay hold still this is the last picture on the role
Marge Simpson,what can i say maggie and i share a special bond
Marge Simpson,school bus bart and lisa bart and lisa are almost home from school and we have a dentists appointment at three oclock thanks maggie
Marge Simpson,were gonna have to run there isnt even time to stretch my quads
Marge Simpson,oh hi kids youre just in time to go to the dentist
Bart Simpson,dentist you said we were going to ride dirt bikes around the cemetery
Homer Simpson,hey suckers check it out marge is taking me to ride dirt bikes at the cemetery
Homer Simpson,why the cemetery i wondered but my dreams were too strong
Homer Simpson,absolutely all the time i go to the floss store and theyre like whoa there he is again cause i buy so much floss
Homer Simpson,i know but a breeze from that window went in my mouth
Homer Simpson,i dont even have a special tooth problem this is just a routine check-up the bib is choking me
Bart Simpson,so youre saying i should do your job for you at home for free you wish
Bart Simpson,lets see according to your charts youre due for your annual throat scraping
Bart Simpson,uh-oh im feelin a lotta cooties down there we may need to replace a tooth
Bart Simpson,finally im gonna take an x-ray so lie perfectly still for twenty minutes
Bart Simpson,i cant wait to get the freshness out of my mouth
Homer Simpson,i like that but im on a bit of a health kick so ill take the low-fat vanilla with the following mix-ins snickles gooey bears charlottesville chew nice n many kat kit herschels smooches mrs bad bar and milk dudes
Homer Simpson,oh my god this is amazing wait im gonna be driving ill go for the cup
Homer Simpson,ive never been to war but i imagine it feels just like your first kill the happiness swept me away
Homer Simpson,well the important thing is we got through this crisis together that makes us friends right
Bart Simpson,you mean there are losers who spend all day watching tv looking for stuff to complain about whod be lame enough to do that
Marge Simpson,i invited him to stay with us for a few days his career is ruined and i was afraid he might commit you-know-what-icide
Homer Simpson,im sorry marge but i wont live under the same roof as a member of the liberal media
Marge Simpson,youll have to excuse him -- hes been watching a lot of fox news
Homer Simpson,did you know that every day mexican gays sneak into this country and unplug our brain-dead ladies
Marge Simpson,we have to take in mr brockman -- he wouldnt be in this mess if you hadnt dumped coffee on his lap
Homer Simpson,oh sure put down a simple guy like me who works hard and plays by the rules
Homer Simpson,im willing to change my mind and that makes me great you can stay but you have to give us an eight-by-ten for our wall of casual acquaintances who came to stay for a while
Homer Simpson,woo hoo liberals woo hoo liberals woo hoo liberals woo hoo liberals
Homer Simpson,true -- but theres room for the truth in this household do you wanna hear something really bad kent told me about the fox network
Homer Simpson,i know cause this ones really really bad for years now fox has been--
Homer Simpson,im afraid they might but i will not be silenced the truth is
Homer Simpson,dinner with mr burns what a waste of my precious precious saturday night
Homer Simpson,drive to chicago i dont have time for that i have to be back at work on monday and my boss is a total jerk
Homer Simpson,oh my god lionel richie can you sing say you say me but make it about beer
Homer Simpson,no if i leave the plane ill be just like everyone else
Marge Simpson,homer you smell like chicago did you fly there on a commercial airline
Homer Simpson,no way -- commercial is for losers and terrorists i flew on a private plane
Homer Simpson,please tell me youre joking -- its the difference between champagne and carbonated pee
Homer Simpson,i had it all for one night now for the rest of my life ill know what im missing and all i have to remember it by is that my ears havent popped well ill make sure that i never yawn again
Homer Simpson,high high like a private plane the kind ill never be invited to ride on again
Marge Simpson,this is colby krause i hired him to help you improve your life hell get you back on a private plane in no time
Homer Simpson,no way i dont need any shrink therapist counselor motivational speaker or guru
Homer Simpson,if youre gonna film me i insist on a body double
Homer Simpson,okay uh well uh hm i just uh i forget what i do
Homer Simpson,wait wait uh this is some of what i do i think sometimes i go places
Homer Simpson,this is our relish tray id like you to film it for insurance purposes
Homer Simpson,whats the point of putting my socks on i just have to take them off again a week later
Homer Simpson,will you shut up i cant hear the song in my head
Bart Simpson,do you wanna get a reaction shot of his ass
Homer Simpson,ive really enjoyed paying you to yell at me and say i suck but its no use -- im a hopeless loser and always will be
Homer Simpson,im gettin that job bart ill need some clean urine stat
Homer Simpson,well i can see the position of handsomest ceo is already taken
Homer Simpson,im gonna get there early so i can get in good with the lunch truck guy
Marge Simpson,find out if he has a wife we could double date
Homer Simpson,uh yeah -- i have no job and nowhere to go what do i have to buy so i can sit here all day
Homer Simpson,one small coffee please and a dozen of those placemats with the maze on it
Marge Simpson,so how was your first day at your new job
Homer Simpson,oh it was great flew to tulsa on the company jet did my job in a way consistent with what i already told you because thats what you do when you have a job
Homer Simpson,well explanation-wise the fact is that i lied i didnt get the job you see when i got there
Homer Simpson,so she said thats not my in box and he said thats not the johnson report
Homer Simpson,i couldnt bear to tell your mother so i hang out here all day
Bart Simpson,but dad youve gotta tell her shes been buying brand-name groceries
Bart Simpson,no things rich people buy like campbells soup and pepsodent
Marge Simpson,its bad news isnt it i should never get my hopes up nothing ever works out for us
Homer Simpson,were manufacturing a new pipe diameter five-eighths inch the company wants you and me to take the private plane to new york for the premiere so meet me at shelbyville airport in an hour
Homer Simpson,if im gonna tell that woman the truth im gonna do it in the one place no one can ever be sad
Homer Simpson,okay so this should be enough money to get me up in the air have a frank talk with marge then maybe eat a devilled egg
Marge Simpson,look at this business center -- fax wi-fi teleconferencing capabilities im gonna remember this day for the rest of my life
Homer Simpson,honey dont try to remember the whole day just what youre feeling this second
Marge Simpson,homie what are you doing you dont know how to fly
Homer Simpson,i drove a car over a cliff once how different could it be
Marge Simpson,its marge simpson i need you to coach like youve never coached before
Marge Simpson,now you listen here bub we paid you all the savings we had in the world you could at least tell my husband something encouraging
Homer Simpson,marge flying in private jets is great and all but its just too dangerous thats why ive decided to go to the plant and beg mr burns for my old job back
Homer Simpson,move it move it move it do you want to be second out of the parking lot do you
Marge Simpson,we left her last week and she didnt make it home for dinner
Homer Simpson,oh man that church service was so boring i did a whole book of find-a-words
Marge Simpson,griddler on the roof thank god its fried eggs luftwaffles
Homer Simpson,dont worry well just go home your mother can cook
Marge Simpson,forget it one day a week i should be able to put on nice clothes and have someone bring food to me
Homer Simpson,lisas right son your mom is way too classy a lady to crash a private--
Homer Simpson,everyone just act cool if anyone asks tell them were plumbers and then start plumbing until they go away
Homer Simpson,dude you dont think you know me but you do
Marge Simpson,oh homer youve gotta try this roast beef au jus
Homer Simpson,oh i cant wait to taste that hot fudge and caramel and crushed nuts all slathered over a delicious elderly corpse
Marge Simpson,oh my god oh my god quick everyone put on their long faces
Bart Simpson,youre donny pop-pop said that after he died you should give me ten bucks a week starting now
Homer Simpson,my back it hurts and not in a good way
Homer Simpson,well youre always telling me i should eat more dirt
Homer Simpson,my pleasure if ever i would leave you it wouldnt be in summer seeing you in summer i never would go
Homer Simpson,your lips red as flame your face with a luster that puts gold to shame
Homer Simpson,but if id ever leave you it couldnt be in autumn how id leave in autumn i never will know
Homer Simpson,and could i leave you running merrily through the snow
Homer Simpson,oh no not in spring-time summer winter or fall no never could i leave you at all
Homer Simpson,oh oh i just have one question what is this movie about
Homer Simpson,oh good this makes up for me showing up drunk to the father-daughter dance
Homer Simpson,thanks you know of the three tenors youre my second favorite no wait i forgot about that other guy sorry youre third
Homer Simpson,hmmm what if you gave it a little more of this flavor
Marge Simpson,you know it might be a little more romantic without your entourage
Homer Simpson,but i need my childhood friends to help me keep it real would you have me keep it fake
Homer Simpson,and may i say im enjoying the calm waters of your deep blue eyes
Marge Simpson,you are out of control the late nights the eating youve actually outgrown your cape
Homer Simpson,marge when im onstage i can only sing those love songs by picturing your beautiful face so in a way my groupies are really our groupies
Marge Simpson,sir thank you for saving us do you want to come in for coffee
Homer Simpson,a lady motorcycle driver what is this the twilight zone
Marge Simpson,thats a great idea to celebrate ill go whip us up some chex mix pie
Homer Simpson,so did you see the show tonight remember the part where i forgot the words and i just sang uh-oh spaghetti-os im hoping they send me a case
Marge Simpson,shes perfect for the first time since you became an opera star i can finally relax
Homer Simpson,thats it let me make something very clear my heart belongs to marge and you can never ever have it this operas over when the fat man sings
Homer Simpson,thats good youve calmly accepted that you will never have the only man you could ever love now i think it would be best if you left
Homer Simpson,before you go could you hire your own replacement but make sure shes not crazy like you
Homer Simpson,who could it be a disgruntled former employee whoever it is the cobra is their symbol
Homer Simpson,doh doh doh doh doh doh doh woo woo woo woo woo woo hoo stu stu stu stu-pid flanders
Marge Simpson,im so tense i cant enjoy count almaviva serenading the intended bride of dr bartolo i just cant
Bart Simpson,hey mom do all conductors carry poisoned blow-darts in their pocket
Marge Simpson,well arthur fiedler used to but id better take a look
Marge Simpson,im sorry you got hurt but you learned an important lesson no one comes between me and my homie
Homer Simpson,well thats it im retiring from the opera its just too popular
Homer Simpson,and i know something much more fun i can do on my back
Marge Simpson,maggies so clingy homer hold her while i pour the milk
Marge Simpson,oh i dont want to bother the internet with my problem
Homer Simpson,at first i thought you were pointing to your crotch
Homer Simpson,aw please give me a break ive been driving all night looking for milk for my kids
Homer Simpson,i cant believe your boss lets you listen to rock music while you work
Homer Simpson,but its just you and me that must mean im your boss im sick of you youre fired
Homer Simpson,shut up when you call in sick who do you call
Homer Simpson,wow you make people miserable and theres nothing they can do about it just like god
Homer Simpson,man oh man youve got the greatest job in the world
Homer Simpson,i would love to but i dont have a tow truck
Homer Simpson,im not sure my wife will go for these naughty mud flaps
Homer Simpson,man you work as a silhouette model for one day and it haunts you for the rest of your life
Homer Simpson,which i previously alluded are there two ls in alluded
Marge Simpson,i guess its time to let my little girl grow up
Marge Simpson,huh thank you crie im huh im sorry about the kick ive never done anything like that before
Homer Simpson,im buying a round of the fanciest drink you got
Homer Simpson,outside thats a one-hour parking zone -- and youve been here a good eighty-one minutes
Marge Simpson,maggie what can i get you for breakfas-- oh you did everything yourself
Homer Simpson,marge when youre married to a midnight towboy you might not see him for days on end
Homer Simpson,hey when you married a man who would years later without warning become a tow truck driver you knew what the deal would eventually be
Homer Simpson,guess what boy last night i towed your principals car
Homer Simpson,oh my god multiple tickets handicapped spot parked by a hydrant incomprehensible vanity plate
Homer Simpson,if my life as a tow truck driver were a teleplay this would be the end of act two
Homer Simpson,okay i made a mistake why dont you give me two demerit points in a point system we work out right now
Homer Simpson,put me down you lousy-- wheeee okay im warning you-- wheeee ill kill you you son of a-- wheeee all right buddy thats it ive had-- whee--
Homer Simpson,ooh a trap door whats down there your meatball collection
Homer Simpson,i thought we were friends i was kidding you in a friendly fashion
Homer Simpson,okay i get it im not stupid its number two right
Homer Simpson,ask no questions and do not call the police or i will kill me
Homer Simpson,and all the transformers transformed back into trucks and cars the end
Homer Simpson,once upon a time there was a hilarious ogre named shrek three he lived in medieval times but sometimes hed say things from today times
Bart Simpson,we can say these swears any time we want because theyre in the bible
Bart Simpson,well i know he seems to get dumber every year but lately hes plateaued
Homer Simpson,and if elected president of our small community i will determine once and for all how far we can go without being gay
Marge Simpson,really look at you so grown up well ive moved on too
Marge Simpson,homer lisa is receiving the student of the millennium award at school
Marge Simpson,you have to be there -- you miss way too many precious moments in the childrens lives
Bart Simpson,well just this week theres been field day picking me up from the airport
Marge Simpson,homer you cannot miss lisas big day and you have to come sober
Homer Simpson,point one oh with a stomach full of bread my final offer
Homer Simpson,im gonna make it ill be on time for lisas thing
Homer Simpson,ooo an awesome accident easy easy ill just take three seconds to gawk aw everyones okay
Homer Simpson,an hour and fifty-four minutes to spare with my free time i can finally work on my superman novel
Homer Simpson,make way for superman said superman as he punched everyone at the coffee bean chapter two
Marge Simpson,that old man over there isnt even making a transaction he just wants someone to talk to
Homer Simpson,oh hello marge im at the most important event of our daughters life and youre totally late am i disappointed yes am i surprised no
Homer Simpson,what oh my god my sweet margie okay listen very carefully dont do anything they say remain panicky and above all try to be a hero
Marge Simpson,homer i have to go if i dont make it feel free to remarry -- from anyone on the list in the bulletin board in the closet
Homer Simpson,chief you gotta do something -- my current wife is in there
Marge Simpson,dwight use your noodle if you surrender now youre only looking at a few years in jail ill tell them youre a good guy
Homer Simpson,oh marge i was afraid i was going to lose you ohhh now let me help you make your slow transition back to society
Marge Simpson,i promised that bank robber that id visit him in jail but i just cant do it
Homer Simpson,you dont owe him anything moe was in the hospital for three weeks and i didnt visit him once
Marge Simpson,okay you gave your word youre going to visit him no excuses
Marge Simpson,all right this time im going im really going to visit a bank robber a man who held a gun on me going to see him in prison where guards will frisk me paw through my purse and oooh theres apple picking just up the road
Marge Simpson,i really shouldnt show up without an apple pie for dwight in fact i really shouldnt show up without an apple pie for everyone at the prison
Marge Simpson,look lisa i put new filaments in all our burned-out light bulbs your father the millionaire thought we should throw these away
Marge Simpson,dwight i was just on my way to see you in prison
Marge Simpson,okay but i-id feel better about it if you got rid of the gun
Marge Simpson,well this mom is not going to say bug-eye i mean goodbye
Marge Simpson,boy i really feel like a viking in this thing
Marge Simpson,dwight that was the most unselfish thing ive ever seen im sorry i didnt visit you before
Homer Simpson,hey marge look at us -- the four amigos theyre gonna let me do some odd jobs for them on the outside
Marge Simpson,you chat up the guard at the gate while i knife the guard behind me i cant do that dwight
Homer Simpson,the problem is you dont share my interest in not being with you
Marge Simpson,another thing i dont know where you go at night
Homer Simpson,dont worry sir ill handle this cleanly quietly and bart
Homer Simpson,marge im gonna be home late tonight im going to midnight monkey madness at the zoo
Marge Simpson,well i wont be home either im uh flipping over wheelbarrows in case it rains
Homer Simpson,now all i have to do is think of a clever line before i pull the trigger oh thats a perfect one but i dont need to say it out loud cause im by myself
Marge Simpson,you just cant get russian gangster blood out must be something they eat
Homer Simpson,great great -- i turned over so many wheelbarrows wait that was your thing
Marge Simpson,how could you not tell me you were an assassin
Homer Simpson,okay heres the deal ill do the killing for hire and you stay home with the kids
Marge Simpson,i get fifty thousand dollars a hit -- how much do you make
Homer Simpson,i just get to keep whatevers in the guys wallet
Marge Simpson,all those nights i thought you were out getting drunk you were out killing people
Marge Simpson,great now theyre gonna have tummy aches tomorrow and where will super dad be then
Homer Simpson,oh that was so hot i love watching you do other guys
Homer Simpson,so killing people together has really spiced things up in the bedroom
Homer Simpson,crème brûlée crème brûlée or in english burnt cream burnt cream
Marge Simpson,bart go out to the shed and get some more butane
Bart Simpson,oh my god an alien in our butane storage shed
Bart Simpson,so this is my krusty doll funzo linguo iraq war sergeant activity with insufficient armor phonic frog cat skull jim halterman bobble-head doll -- hes a local car dealer
Bart Simpson,no if the government finds out hes here theyll dissect him
Homer Simpson,oh ma-arge want some com-pany as always silence means yes
Homer Simpson,oh marge your tentacles feel so good wait a minute why am i getting words in edgewise
Marge Simpson,we cant have a space creature living in our house
Marge Simpson,but some of my best friends are fine you can stay
Homer Simpson,dont worry son -- ive got a plan to save your space doggy
Homer Simpson,wow you guys are good the aliens right here in the living room
Bart Simpson,we can fly over them with the power of love right
Bart Simpson,im just gonna take off now im sure you have a lot of calls to make
Marge Simpson,i guess you should judge a book by its cover
Bart Simpson,hear me out it seems to me we gave her a choice trick or treat she didnt give us a treat so
Bart Simpson,trick or treat isnt just some phrase you chant mindlessly like the lords prayer its an oral contract
Bart Simpson,why give em the choice that trick was sweeter than any treat well get tonight
Homer Simpson,oh lighten up its halloween -- a night for mischief and merriment
Bart Simpson,trick-or-treat lick my feet your head smells like pig-butt meat
Homer Simpson,hold still im trying to eat my way out from the inside
Homer Simpson,hm i thought i was killed by that magic spaghetti
Bart Simpson,is it that youre brother and sister because you really look a lot alike
Marge Simpson,homer the weddings in twenty minutes just pick a tie
Homer Simpson,there are so many choices bolo clip on piano keys ten commandments of beer
Marge Simpson,why dont you wear a tie that goes with my eyes
Homer Simpson,marge give me a break i dont notice the color of peoples eyes i just judge them on the color of their skin
Marge Simpson,fine since the color of my eyes isnt important to you then you dont get to see them until you remember
Homer Simpson,shes wearing white she must have rolled the odometer back to zero
Marge Simpson,so youre good at noticing dress colors but not the eyes that make your dinner
Marge Simpson,why does every kid who stays with us bring mommy meals so i put pineapple in my potato salad live a little huh
Homer Simpson,thats why to this day you never see a shark with monkey arms
Bart Simpson,but why do all your bedtime stories have commercials in them for the container store
Homer Simpson,because if i do it enough maybe theyll start to pay me
Homer Simpson,sleep tight the container store now has five convenient locations
Homer Simpson,and well move your bedtime to an hour later so youll have more time to be alone with your thoughts
Homer Simpson,hey come on why dont you cheer up with a glass of ocean spray oh boy -- forget that how about some capn crunch uh seven seas italian dressing no no uh chicken of the sea tuna billy ocean cd the history of atlantic records
Homer Simpson,good idea ill drown my sorrows in anchor steam beer oh im sorry
Marge Simpson,why dont we do something special for you -- get you all snazzed up
Bart Simpson,thisll cheer you up ill let you kill me in bar brawl four final fracas
Bart Simpson,uh-oh i slipped on some blood im totally vulnerable to a full-body jukebox slam
Bart Simpson,come on its easy just push a b up up left trigger right trigger and both triggers at once
Homer Simpson,oh marge darling whats the combination to our wedding album
Bart Simpson,okay everyone my best friend is a little messed up so everyone be extra nice to him
Bart Simpson,hey im happy to see milhouse get some hand-on-hand action but no one is cooler than bartholomew j simpson
Bart Simpson,anyone want to sit over here you can have my pizza crust
Bart Simpson,young man you look like you enjoy fun and excitement
Bart Simpson,come on look at me im cool ive got my backpack on frontwards and im krumping
Bart Simpson,check it out this image has not been sped up
Bart Simpson,aye carumba oh man milhouse has gone from being a comic figure to a tragic one
Bart Simpson,if he could go back to being happy i could go back to being cool
Homer Simpson,your thoughts should stay in your head heh heh i sure told him now what am i gonna do about marge
Bart Simpson,lets see milhouse would be happy again if he had family to take care of him family family
Bart Simpson,every christmas milhouse gets danish butter cookies from solvang california where he has a beloved un cle
Bart Simpson,okay so which one of these losers is milhouses uncle norbert
Homer Simpson,the girl i loves got beautiful hair a blue bouffant from here to there
Homer Simpson,snow white teeth and lips so red shes the wilma to my fred
Homer Simpson,those eyes are gems beyond appraisal stunning shade of purest oh what is it i was so close lets see what rhymes with appraisal basil nasal -- none of these are colors oh its hopeless shell never love me again
Marge Simpson,oh homie id forgotten that beautiful song you wrote for me
Homer Simpson,hazel your eyes are hazel -- hazel like the pussywillows by the pond where we first kissed like the almond paste in the bear claw i ate after we first made love
Bart Simpson,lis i dont get it why does milhouses happiness make me sad
Bart Simpson,oh yeah well when youre mean im a trampoline so everything you said goes back and hits your ugly head
Bart Simpson,lame lame lame lame have it lame superman dies aquaman dies casper dies caveman robin black robin born-again robin
Bart Simpson,youre cool youre not mainstream you wear a porkpie hat
Bart Simpson,whos stronger the thung or the mulk and show your work
Bart Simpson,wow i was in such a bad relationship with my ex-comic book guy id forgotten how good it could be
Marge Simpson,id better join a gym before i go from hippy to hippo
Bart Simpson,alan moore you wrote my favorite issues of radioactive man
Bart Simpson,i dont read the words i just like when he punches people how do you make his costume stick so close to his muscles
Bart Simpson,face the facts has-been this man is the comic book guy our town deserves
Marge Simpson,who thought walking could be so difficult well im sure everyone else is having trouble too
Marge Simpson,i wish there was a gym for us regular ladies
Marge Simpson,rules no men no cell phones no mirrors no shame
Homer Simpson,marge i wish you well but why would women want to go to a gym if there were no men there watching them and judging them
Homer Simpson,were gonna be rich we can finally start a family
Homer Simpson,oh yeah marge i love these business trips of yours the tv remote isnt nailed on my whole life ive never been in a hotel that trusted me
Homer Simpson,hors doeuvres big fancy desserts and my wife is paying for everything now i know why pimps are so happy
Homer Simpson,hey how ya doin im homer my wife invented a gym for regular women
Homer Simpson,yeah i havent decided what kind of new car to get
Homer Simpson,are you sure theyre not talking about cars because those are car words
Homer Simpson,marge wont dump me im the anchor that keeps her weighed down
Marge Simpson,oh you dont want to hear about my boring old day
Marge Simpson,well the first inspirational speech of the day was by the woman who climbed mount everest and got everyone else killed
Marge Simpson,thats okay i dont care that you dont care go watch your thing
Homer Simpson,you guys gotta help me if marge leaves ill have nothing except my many friends and half the fortune she is now making and will continue to make
Homer Simpson,uh-huh uh-huh got it i know just what itll take to hang onto marge
Homer Simpson,please doc i know im not the greatest looking guy in the world but i took care of my family and that used to be enough but not anymore
Homer Simpson,and i know how i can knock myself out ill look at your bill
Homer Simpson,hm i guess considering all the training youve received this is quite reasonable ive never seen anything so reasonable its the bargain of a lifetime and--
Homer Simpson,kids your daddy underwent a special procedure so he can be more attractive to your mother
Homer Simpson,a smart successful woman like you deserves the very best
Homer Simpson,whoa whoa whoa -- slow down sexy beast why dont you take some time to savor the front
Marge Simpson,and ill just fold this old sweaty blanket and put it in the closet
Homer Simpson,doctor im embarrassed to show my body to my wife and its all because of your surgery
Homer Simpson,no i want you to give me every other surgery you have so i can look good and can you call it an aortic valve replacement so my insurance will cover it
Homer Simpson,you better not make me cry cause i dont know where my tear ducts are anymore
Marge Simpson,i appreciate you trying to become more attractive for me but the truth is im way too successful for you now im gettin me a trophy husband
Marge Simpson,the doctor called me about all the crazy surgeries you wanted and i said no but i did have him unstaple your stomach and turn you back into the sweet man i love
Homer Simpson,then it was all a dream i never became a hideous monster
Bart Simpson,the only person who thinks youre a monster is the one who had to give you a sponge bath
Homer Simpson,i sure have plastic surgery is a mistake -- because it hasnt been perfected to where you look really good when it is everyone should get it
Homer Simpson,listen marge ive been wondering all these years what is it about me that you find so irresistible lets face it you could do better
Marge Simpson,well maybe i could but every time i look at you i see the same adorable boy i fell in love with
Homer Simpson,now ignore all the fancy-shmancy thingamajigs boy were just gonna get a camera battery and go home
Homer Simpson,cmon lisa the tvs been off for five whole minutes
Marge Simpson,without the commercial interruption i could really follow the story tivo youve got a season pass to my heart
Marge Simpson,ive gotten so much accomplished i saved lost watched all of rome in a day and got through two and a half men in two and a half minutes then i ran out of space and had to choose between sophies choice and schindlers list
Marge Simpson,oh lighten up you tv fat cats have plenty of money my cousin maureen saw you flying in business class
Marge Simpson,im honoring americas advertisers then were going to buy some toothpaste lease a new car and vote yes on prop eighty-seven
Homer Simpson,sometimes i think about gettin on a bus and never comin back
Marge Simpson,thats odd -- there doesnt seem to be anyone here
Homer Simpson,finally some service now listen we wanna sit under a cool state license plate -- michigan or better
Homer Simpson,next time a commercial comes on im gonna close my eyes cover my ears and scream as loud as i can
Homer Simpson,id like to know if wes doobner is aware of what youre doing in his restaurant
Homer Simpson,mr doobner i have a complaint i work hard and when i go out with my family i expect a certain level of basic--
Bart Simpson,oh great here it comes -- all the boring things youve done since the last time you didnt kill us
Bart Simpson,yeah yeah weve all been to england is this going somewhere
Bart Simpson,young im the oldest kid in my class by like two years
Bart Simpson,stop feeling sorry for him hes a homicidal maniac he deserves to fry
Bart Simpson,bobs playing all of you like saps this mans a killer
Marge Simpson,bart i know this is nuts but try to look sad
Bart Simpson,im not sad i have nothing to be sad about nothing
Marge Simpson,well i guess the rest of us should pay our respects
Homer Simpson,yeah well between you and me i still cant stand him
Homer Simpson,i still cant stand him i still cant stand him i still cant stand him
Homer Simpson,i dont care about these church jerks church jerks church jerks
Bart Simpson,stupid sideshow bob even when hes dead he wrecks my life i hope hes in hell eating a barf burger
Bart Simpson,thats stupid you talk like youre smart but youre stupid
Bart Simpson,im going to set things right wanna come with me
Bart Simpson,cool i found a trapdoor that leads to an underground city here i go
Bart Simpson,bob its me bart i came here to tell you i never meant for you to die i just wanted you to go to jail and get beat up a lot now everyone wishes i was dead
Homer Simpson,are you done cause ive been circling the funeral home for ten minutes
Bart Simpson,get me outta here what are you doing i cant breathe
Homer Simpson,marge hes got to get over his fear of coffins
Bart Simpson,nice try bob -- but you didnt count on one thing
Marge Simpson,well this time i think sideshow bob is finally locked up for good
Homer Simpson,yeah the only thing thats gonna be hacked to pieces now is this celebratory cake
Homer Simpson,wow i must have really tied one on last night
Homer Simpson,six am -- still early enough to sneak into bed and pretend i actually got home at three am
Homer Simpson,maggie has anyone seen anyone oh of course they must all be taking a family bath without me
Homer Simpson,hey boy do you know where the family is show me on mapquest
Homer Simpson,whats going on why are you attacking me look if this is about me eating your heart pills they shouldnt have made them in good n plenty colors
Homer Simpson,moe my familys gone my dog hates me and i cant remember what happened last night was i here
Homer Simpson,oh my god why would i wanna wipe out my memory what horrible thing did i do
Homer Simpson,marge had a black eye i could never do something like that could i
Homer Simpson,what happened in this room if only these walls could talk people would pay to come see my amazing talking walls and i could use that money to-- hey a memory
Homer Simpson,dad i cant remember what i did last night do you have any idea
Homer Simpson,im afraid i did something to make marge and the kids leave me
Homer Simpson,really well thats great dad how can i ever repay you
Homer Simpson,this is great im finally gonna find out how i ruined my family strap me in nerd
Homer Simpson,this bubble allows you to view any past event from your life its got that new bubble smell
Homer Simpson,aw i landed in a pleasant memory -- look at happy me and playful them
Homer Simpson,oh i miss those bygone days of earlier this week but im needed in a darker place
Homer Simpson,another man with my wife in my house on top of my tv guide
Homer Simpson,ive gotta find out who that guy is but i need help someone like bart only smart lisa
Homer Simpson,lisa im about to probe the most shattering moment of my life you wanna join me
Homer Simpson,kids your mom is with another man and i need you to help me find out who he is hm is this really something i should show you kids
Homer Simpson,its okay -- were not really your kids were just representations of them that you created in your mind
Homer Simpson,really then if i created all this that means i can have pizza anytime i want
Homer Simpson,see thats where my memory stops who the heck is that guy
Homer Simpson,all right let me just get out of this bubble smoothly and elegantly
Homer Simpson,the mother of my children with the reason for my children
Homer Simpson,your stupid invention made me realize my life is worthless
Homer Simpson,wait a minute -- if killing myself would make you two happy then im not gonna do it
Homer Simpson,a life well-lived until last night i guess ill have to watch that now
Marge Simpson,oh homer i didnt want you to find out this way we were planning a surprise party for you
Homer Simpson,are you kidding the mother of my children with the reason for my children this is gonna be the greatest party ever
Homer Simpson,oh my god its like christmas in december lets celebrate now
Homer Simpson,dont worry honey ill get you an ice pack wheres the ice pack
Homer Simpson,so marge wasnt cheating on me i never hit her and my family is throwing me an awesome party thank god i figured it out before i did anything stupid
Homer Simpson,this is great i must be the first gullible husband to overhear snippets of surprise party planning and think it was my wife having an affair
Homer Simpson,marge put so much work into that party the least i could do is be surprised if only i could forget what happened today
Homer Simpson,hmmm the only problem is im sure to retain some image of coming home and finding duffman no doubt ill misconstrue that as him placing a cuckolds horns upon my brow and that will make me want to jump off a--
Homer Simpson,for the love of god make sure the party boat has a moon-bounce
Marge Simpson,because i didnt want him finding out about the party i mean hes okay but you know hed bring sarah and i just dont care for that woman
Homer Simpson,and when you pushed me off the bridge its cause you knew about the party and wanted to make sure i got here
Homer Simpson,hmmm the only thing that still doesnt make sense is why the dog attacked me
Bart Simpson,because you never feed him walk him or let him out to pee
Homer Simpson,listen carefully i have taken your wife hostage if you dont have a wife i have kidnapped your brother nod if you understand
Homer Simpson,now back away from burns and i will let your dog live
Marge Simpson,its the first of the month the day you promised to start your new diet
Marge Simpson,im just really worried about your weight bart says that we got a call from nasa and your gravity is pulling satellites out of their orbit
Homer Simpson,well if im gonna start a diet this is my last chance to eat all the crap i love
Homer Simpson,i think ill miss you most of all captain corndogs schnitzel palace no tears homer
Homer Simpson,this must be how the rich toss out their gold and as long as im cleaning out the family chariot
Homer Simpson,i cant stand to see a grown burger cry we must rebuild fast food boulevard
